sale_id,date,region,product_category,product_name,units_sold,unit_price,revenue,discount,sales_rep,customer_id
187,2024-06-09,East,Office Supplies,Paper Clips Jumbo,40,4.99,199.60,10.0,Eve Johnson,C007
188,2024-06-12,West,Electronics,Desk Heater,6,59.99,359.94,0.0,Bob Martinez,C008
189,2024-06-15,North,Office Supplies,Rubber Bands Bulk,30,3.99,119.70,0.0,Charlie Kim,C009
190,2024-06-18,South,Electronics,Neck Fan Portable,22,24.99,549.78,5.0,Diana Patel,C010
191,2024-06-21,East,Electronics,HDMI Capture Card,7,89.99,629.93,0.0,Alice Chen,C011
192,2024-06-24,West,Software,Code Snippet Manager,10,39.99,399.90,0.0,Frank Wilson,C012
193,2024-06-27,North,Electronics,Alarm Clock Smart,15,49.99,749.85,10.0,Charlie Kim,C013
194,2024-06-30,South,Office Supplies,Push Pins Box,50,3.49,174.50,0.0,Diana Patel,C014
195,2024-07-03,East,Office Supplies,Correction Tape Pack,35,5.99,209.65,0.0,Eve Johnson,C015
196,2024-07-06,West,Electronics,Car Charger Fast,20,19.99,399.80,5.0,Bob Martinez,C016
197,2024-07-09,North,Software,Compliance Checker,3,499.99,1499.97,0.0,Charlie Kim,C017
198,2024-07-13,South,Electronics,Phone Stand Wood,18,14.99,269.82,0.0,Diana Patel,C018
199,2024-07-16,East,Electronics,Multi-Port Charger,12,79.99,959.88,10.0,Alice Chen,C019
200,2024-07-19,West,Office Supplies,Wrist Rest Gel,15,24.99,374.85,0.0,Frank Wilson,C020
201,2024-07-22,North,Electronics,Smart Night Light,25,19.99,499.75,0.0,Charlie Kim,C001
202,2024-07-25,South,Software,Receipt Scanner,6,59.99,359.94,5.0,Diana Patel,C002
203,2024-07-28,East,Office Supplies,Envelope Pack,30,8.99,269.70,0.0,Eve Johnson,C003
204,2024-08-01,West,Electronics,Bluetooth Transmitter,14,34.99,489.86,0.0,Bob Martinez,C004
205,2024-08-04,North,Office Supplies,Stamp Set Custom,8,44.99,359.92,10.0,Charlie Kim,C005
206,2024-08-07,South,Electronics,Mini Fridge USB,4,99.99,399.96,0.0,Diana Patel,C006
207,2024-08-10,East,Electronics,Cable Tester,10,29.99,299.90,0.0,Alice Chen,C007
208,2024-08-13,West,Software,Agenda Planner App,12,29.99,359.88,5.0,Frank Wilson,C008
209,2024-08-16,North,Electronics,Timer Kitchen Smart,20,24.99,499.80,0.0,Charlie Kim,C009
210,2024-08-19,South,Office Supplies,Glue Gun Cordless,15,22.99,344.85,0.0,Diana Patel,C010
211,2024-08-22,East,Software,API Gateway Manager,3,399.99,1199.97,0.0,Eve Johnson,C011
212,2024-08-25,West,Electronics,Dictation Recorder,8,69.99,559.92,10.0,Bob Martinez,C012
213,2024-08-28,North,Office Supplies,Rubber Stamp Ink,25,7.99,199.75,0.0,Charlie Kim,C013
214,2024-08-31,South,Electronics,Pet Camera WiFi,6,89.99,539.94,0.0,Diana Patel,C014
215,2024-09-03,East,Electronics,Screen Cleaner Kit,30,14.99,449.70,5.0,Alice Chen,C015
216,2024-09-06,West,Office Supplies,Badge Holder Set,20,9.99,199.80,0.0,Frank Wilson,C016
217,2024-09-09,North,Electronics,TWS Earbuds Pro,10,99.99,999.90,0.0,Charlie Kim,C017
218,2024-09-12,South,Software,Password Vault Team,4,149.99,599.96,10.0,Diana Patel,C018
219,2024-09-15,East,Office Supplies,Pencil Sharpener Electric,12,34.99,419.88,0.0,Eve Johnson,C019
220,2024-09-18,West,Electronics,Solar Panel Portable,5,179.99,899.95,0.0,Bob Martinez,C020
221,2024-09-21,North,Office Supplies,Accordion Folder,18,15.99,287.82,5.0,Charlie Kim,C001
222,2024-09-24,South,Electronics,LED Monitor Light,8,54.99,439.92,0.0,Diana Patel,C002
223,2024-09-27,East,Electronics,Thunderbolt Dock,4,249.99,999.96,0.0,Alice Chen,C003
224,2024-09-30,West,Software,Team Wiki Builder,6,99.99,599.94,10.0,Frank Wilson,C004
225,2024-10-03,North,Electronics,Digital Pen Tablet,7,129.99,909.93,0.0,Charlie Kim,C005
226,2024-10-06,South,Office Supplies,Scissors Set,25,10.99,274.75,5.0,Diana Patel,C006
227,2024-10-09,East,Office Supplies,Photo Paper Pack,20,16.99,339.80,0.0,Eve Johnson,C007
228,2024-10-12,West,Electronics,3D Printer Pen,10,39.99,399.90,0.0,Bob Martinez,C008
229,2024-10-15,North,Software,Feature Flag Tool,3,199.99,599.97,0.0,Charlie Kim,C009
230,2024-10-18,South,Electronics,Bike Phone Mount,30,14.99,449.70,10.0,Diana Patel,C010
231,2024-10-21,East,Electronics,Podcast Mixer,5,179.99,899.95,0.0,Alice Chen,C011
232,2024-10-24,West,Office Supplies,Tape Runner Set,15,7.99,119.85,0.0,Frank Wilson,C012
233,2024-10-27,North,Electronics,Key Finder Smart,20,29.99,599.80,5.0,Charlie Kim,C013
234,2024-10-30,South,Office Supplies,Magazine Rack,6,39.99,239.94,0.0,Diana Patel,C014
235,2024-11-02,East,Software,Status Page Builder,4,129.99,519.96,0.0,Eve Johnson,C015
236,2024-11-05,West,Electronics,USB Fan Desktop,25,12.99,324.75,10.0,Bob Martinez,C016
237,2024-11-08,North,Office Supplies,Pencil Case Premium,18,18.99,341.82,0.0,Charlie Kim,C017
238,2024-11-11,South,Electronics,Smart Pill Reminder,8,49.99,399.92,0.0,Diana Patel,C018
239,2024-11-14,East,Electronics,Monitor Arm Dual,6,99.99,599.94,5.0,Alice Chen,C019
240,2024-11-17,West,Software,Changelog Manager,5,59.99,299.95,0.0,Frank Wilson,C020
241,2024-11-20,North,Electronics,Hand Warmer Rechargeable,22,19.99,439.78,0.0,Charlie Kim,C001
242,2024-11-23,South,Office Supplies,Receipt Book,15,8.99,134.85,10.0,Diana Patel,C002
243,2024-11-26,East,Office Supplies,Binder Dividers Set,30,5.99,179.70,0.0,Eve Johnson,C003
244,2024-11-29,West,Electronics,Smart Tag Tracker,16,24.99,399.84,0.0,Bob Martinez,C004
245,2024-12-01,North,Software,API Documentation,4,179.99,719.96,5.0,Charlie Kim,C005
246,2024-12-04,South,Electronics,Fitness Ring Smart,10,79.99,799.90,0.0,Diana Patel,C006
247,2024-12-07,East,Electronics,USB Webcam Ring Light,14,44.99,629.86,0.0,Alice Chen,C007
248,2024-12-10,West,Office Supplies,Wall Organizer,8,34.99,279.92,10.0,Frank Wilson,C008
249,2024-12-13,North,Electronics,Bluetooth Car Kit,12,39.99,479.88,0.0,Charlie Kim,C009
250,2024-12-16,South,Office Supplies,Clipboard Folder,20,14.99,299.80,5.0,Diana Patel,C010
251,2024-12-19,East,Software,Incident Manager,3,249.99,749.97,0.0,Eve Johnson,C011
252,2024-12-22,West,Electronics,Heated Seat Cushion,6,54.99,329.94,0.0,Bob Martinez,C012
253,2024-12-25,North,Office Supplies,Gift Wrap Station,10,29.99,299.90,10.0,Charlie Kim,C013
254,2024-12-28,South,Electronics,Smart Alarm System,4,199.99,799.96,0.0,Diana Patel,C014
255,2024-12-31,East,Electronics,New Year Countdown Timer,30,9.99,299.70,0.0,Alice Chen,C015
256,2024-01-06,West,Electronics,Laptop Charger Universal,10,49.99,499.90,5.0,Bob Martinez,C016
257,2024-01-11,North,Office Supplies,Hole Punch 3-ring,8,19.99,159.92,0.0,Charlie Kim,C017
258,2024-01-16,South,Software,Data Visualization Tool,5,299.99,1499.95,0.0,Diana Patel,C018
259,2024-01-19,East,Electronics,VGA to HDMI Adapter,20,14.99,299.80,10.0,Eve Johnson,C019
260,2024-01-24,West,Office Supplies,Sticky Flags Neon,40,3.99,159.60,0.0,Frank Wilson,C020
261,2024-02-01,North,Electronics,USB Desk Light,25,11.99,299.75,0.0,Charlie Kim,C001
262,2024-02-07,South,Electronics,Fitness Band Slim,15,39.99,599.85,5.0,Diana Patel,C002
263,2024-02-11,East,Software,CRM Extension Pack,4,179.99,719.96,0.0,Alice Chen,C003
264,2024-02-16,West,Electronics,Electric Air Duster,10,59.99,599.90,0.0,Bob Martinez,C004
265,2024-02-19,North,Office Supplies,Hanging Folders,30,6.99,209.70,10.0,Charlie Kim,C005
266,2024-02-23,South,Office Supplies,Copy Paper Premium,20,24.99,499.80,0.0,Diana Patel,C006
267,2024-02-27,East,Electronics,Game Controller BT,8,44.99,359.92,0.0,Eve Johnson,C007
268,2024-03-03,West,Software,Markdown Editor Pro,12,29.99,359.88,5.0,Frank Wilson,C008
269,2024-03-06,North,Electronics,Battery Pack AA,50,9.99,499.50,0.0,Charlie Kim,C009
270,2024-03-09,South,Electronics,Aromatherapy Diffuser,6,49.99,299.94,0.0,Diana Patel,C010
271,2024-03-13,East,Office Supplies,Mouse Pad XL,15,19.99,299.85,10.0,Alice Chen,C011
272,2024-03-16,West,Electronics,Portable Fan Neck,20,29.99,599.80,0.0,Bob Martinez,C012
273,2024-03-19,North,Software,Workflow Automator,3,399.99,1199.97,0.0,Charlie Kim,C013
274,2024-03-23,South,Office Supplies,Calculator Scientific,12,14.99,179.88,5.0,Diana Patel,C014
275,2024-03-27,East,Electronics,Wireless Display Adapter,8,69.99,559.92,0.0,Eve Johnson,C015
